name,tags,description
delapouite/buffalo-head,mammal western,"A wooly bison calmly living in the wild, far from farms and ranches."
delapouite/bulldozer,farm vehicle,A demolition tractor crawling with a blade at the front to push large quantities of rubble.
delapouite/bullet-impacts,explosion gun western,Two holes in a hard material after being hit by bullets from gun.
delapouite/bully-minion,creature,A large beast protecting a boss or the entrance of a dungeon.
delapouite/buoy,sea,Floating sea mark helping sailors to follow safe paths and avoid dangerous reefs.
delapouite/burning-forest,fire wood,Such a shame: trees are engulfed in flames and this ancient woods will be turned into ashes.
delapouite/bus,vehicle,Public transportation in cities with fixed schedules and stops.
delapouite/butter,food kitchenware,"A yellow paste to spread on bread made of milk. Beware, it melts rapidly."
delapouite/butterfly-knife,blade,A folding pocket knife favored by assassins that demands huge dexterity.
delapouite/button-finger,action electronic hand gui video-game,Press the button to start a new arcade game. The mechanic feeling is much better than on a touch screen.
delapouite/buy-card,arrow board money,Exchange some coins to get a powerful asset in return. This way you may have extra abilities next turn.
delapouite/byzantin-temple,building civilization,Rounded roofs and large windows for this place of devotion.
delapouite/cable-stayed-bridge,bridge,The straight cables that support the deck are attached to a tower.
delapouite/cactus-pot,mexico plant,A spiky plant living on your desk that you don't need to water regularly.
delapouite/cactus,mexico plant spike western,"A dry green plant growing in area with low water supply like desert. It's really spiky, don't touch it without thick gloves."
delapouite/cadillac-helm,mask,"Half disc on top of the head of Cadillac, creator of the first era of Stup."
delapouite/caduceus,greek-roman life reptile symbol,"Symbol of medicine after the staff carried by Hermes, composed of two interleaved snakes."
delapouite/caesar,greek-roman head,Famous emperor and conqueror responsible of the Roman expansion in western Europe.
delapouite/cage,building lock trap,A metal prison to jail dangerous human beings or fierce animals behind thick bars.
delapouite/calavera,mask mexico skull,A painted skull with bright colors produced by Mexicans to celebrate el Dia de los Muertos.
delapouite/calendar,gui time,"To keep track of days, weeks and months and remember dates and appointments."
delapouite/caltrops,spike trap world-wars,Sharp pieces of metal stopping vehicles by making holes in their tires.
delapouite/camargue-cross,heart sea symbol,"The emblem of Saintes Maries de la Mer in the south of France is a mix between a trident, an anchor and a heart."
delapouite/cambodia,map,"Country located in the southern part of the Indochina peninsula in Asia. Used to be the Khmer Empire.
The capital is Phnom Penh."
delapouite/camel-head,animal arimaa egypt mammal,Can survive many days without drinking water in desert areas thanks to its two bumps on the back.
delapouite/camel,egypt mammal,Animal with 2 humps keeping water during hot days in the desert.
delapouite/camp-cooking-pot,fire kitchenware,Food is slowly getting ready to feed whole group of explorers.
delapouite/camping-tent,building nature,This small rudimentary (and temporary) home rhymes with vacation and outdoors hiking.
delapouite/cancer,symbol,Crab star constellation - Zodiacal sign from June to July
delapouite/candles,fire light,A ceremony in the darkness need some wax sticks to illuminate the temple.
delapouite/candlestick-phone,household machine steampunk,Ancestor of mobile phone with 2 separate pieces for talking and listening.
delapouite/candy-canes,food,Peppermint sticks eaten during Christmas times. These candies are usually stripped red and white.
delapouite/canned-fish,container fish food,Tuna stored in a hermatically sealed metal box.
delapouite/canoe,boat sea sport western,A long boat going down a calm stream so the driver needs to paddle a lot to arrive to the destination.
delapouite/cape-armor,armor clothing,"This metal armor is a suitable for a female, but does not allow to fly."
delapouite/cape,clothing zelda,A short cloak that may provide invisibility or flying capabilities.
delapouite/capricorn,symbol,Goat star constellation - Zodiacal sign from December to January
delapouite/captain-hat-profile,hat sea,A sailor hat to protect the eyes from the bright light and to clearly remind who's the boss on board the ship.
delapouite/car-battery,car energy,This electric charger provides power to light a car and create explosion in the engine.
delapouite/car-door,door vehicle,Metal place with a window on the side of a car. It can be unlocked remotely.
delapouite/car-key,car lock vehicle,Turn the key to open the doors and then ignite the engine.
delapouite/car-seat,vehicle,A confortable chair where the pilot of automobile can steer the wheel.
delapouite/car-wheel,ball car vehicle,On a regular vehicle you need 5 wheels: never forget the spare one in the car boot.
delapouite/carambola,fruit star,A juicy starfruit guaranteed to be toxin free.
delapouite/caravan,vehicle,A mobile home as a trailer to go on holidays on camping grounds with all the modern comfort.
delapouite/caravel,boat sea,Boats with sails used by Cristobal Colon to go across the Atlantic Ocean and rediscover Americas.
delapouite/card-burn,board,This card should be discarded from the stack. No players will be able to use it.
delapouite/card-exchange,arrow board,"If you're wise or lucky, you'll may receive a better card during this deck swap. If not, you may need to shuffle them again."
delapouite/card-joker,board,This trump card can be very effective to fill the gaps or win a little victory over aces.
delapouite/cardboard-box,container,A light crate to go by the mail.
delapouite/cargo-crate,container,The crane can lift many of these big containers on a dock.
delapouite/cargo-ship,boat,Huge transporter that cross whole oceans to exchange goods stored in containers.
delapouite/carnival-mask,mask,During the Venice festival hide your pretty face behind a richly decorated feather mask.
delapouite/carnivorous-plant,creature plant super-mario,An evil Dionaea Muscipula with sharp teeth ready to gulp nearby insects.
delapouite/carrot,food fruit plant,"An orange vegetable ready to be shredded by the teeth of a hungry rabbit.
Carrots can also be turned into juice or soup."
delapouite/cassowary-head,animal australia bird,This huge bird may look like an ostrich but it has more in common with a deadly velociraptor.
delapouite/castle-ruins,building,This castle used to be a symbol of power for its lord. Now it's only the reflect of its downfall.
delapouite/castle,building,"Fortified place built during Middle Ages to protect kings and lords. They have high walls and tower, which tallest one is called a dungeon."
delapouite/caterpillar,insect,Soon it will form a chrysalid and spawn a beautiful butterfly.
delapouite/cavalry,body mammal,A mounted knight leading his horse to victory. It's quite devastating against infantry.
delapouite/cave-entrance,nature stone stone-age,A dark tunnel under a rocky mountain leading to mines.
delapouite/caveman,body stone-age,"This primitive human being is our ancestor. He was living ages ago, in prehistoric times."
delapouite/cctv-camera,electronic,A surveillance device to spy on honest citizens and record their moves.
delapouite/ceiling-barnacle,creature trap,A long tongue coming from above to strangle and digest.
delapouite/ceiling-light,household light,A powerful light bulb is illuminating the room. There's a switch on the wall to turn it off.
delapouite/cellar-barrels,container farm france,Wine or whisky being kept in the coolness of an underground winery.
delapouite/centaur,creature greek-roman mammal,A mythical being half man half horse who usually carries a bow with him.
delapouite/ceremonial-mask,mask,The healer of this tribe wears this painted mask to drive away spirits.
delapouite/chainsaw,machine tool wood zombie,Used by modern lumberjacks to quickly cut logs or by survivors to amputate zombies limbs.
delapouite/chalk-outline-murder,death blood body police,A dead body was laying on this exact spot a few hours ago. Now the police has secured an investigation parameter to grab the critical clues.
delapouite/champions,rank sport,"This sport team won the competition and shows the cup to the cheering crowd.
In the second place, they often receive silver medals."
delapouite/chanterelles,mushroom,Tasty orangish mushrooms cooked in French cuisine.
delapouite/charging-bull,animal mammal,A dangerous dash from a raging beast. This situation occurs many times during corridas.
delapouite/charging,electronic energy,This battery is connected to the grid and will soon be full.
delapouite/chart,arrow gui rank,Graph chart going up through the roof in a irregular progression. High sales probably.
delapouite/chat-bubble,action gui,Someone is saying something out loud to express its feelings.
delapouite/check-mark,gui symbol,"This task has been done, it is confirmed by this v-shape."
delapouite/checkered-flag,flag rank sport,"Indicates the end of a car race, after the ultimate lap. All the drivers must make their last efforts if they want to win."
